cycle,capacity,temp_max,voltage_min,discharge_ref,re,rct,H_structural_disruption,F_Q,F_C,Delta_F,CRLB,Coherence_percent,Omega,unit_id,RUL,variance_score,drift_score
1,1.8564874208181574,38.98218133148803,2.612467347907089,,0.04466870036616091,0.06945627304536996,0.029061136872108873,4.0,3.774138283513601,0.2258617164863992,0.2649611447381923,98.61613633942339,95.75023930346485,1,100.0,0.06945627304536996,1.8564874208181574
2,1.846327249719927,39.033397966787035,2.587208728940726,,0.04466870036616091,0.06945627304536996,0.02306815118678951,4.0,3.8196471863021726,0.1803528136978274,0.26180428485283924,98.90151661015288,96.6200414723871,1,99.45272071416714,0.06945627304536996,1.846327249719927
3,1.8353491942234077,38.818796689817404,2.6519168938437794,,0.04466870036616091,0.06945627304536996,0.013795480983825659,4.0,3.891144767931,0.10885523206900016,0.2569937793734979,99.34307233410354,97.97258686884359,1,98.86138595081705,0.06945627304536996,1.8353491942234077
4,1.8352625275821128,38.7623045063458,2.592947964776547,,0.04466870036616091,0.06945627304536996,0.013161543238650042,4.0,3.896081383857533,0.103918616142467,0.2566681497319992,99.37325984577858,98.06535438955275,1,98.85671763794173,0.06945627304536996,1.8352625275821128
5,1.8346455082120419,38.66539257343368,2.547419651124539,,0.04466870036616091,0.06945627304536996,0.011768632364129283,4.0,3.906950304521211,0.09304969547878894,0.2559541130694131,99.43958893504147,98.26932097042483,1,98.82348178817772,0.06945627304536996,1.8346455082120419
6,1.8356616600675495,38.75169504640032,2.5209480504077413,,0.04466870036616091,0.06945627304536996,0.013312134285293542,4.0,3.8949081306010314,0.10509186939896864,0.25674546522505215,99.36608884355745,98.0433141254676,1,98.87821697485944,0.06945627304536996,1.8356616600675495
7,1.8351461429226603,38.8207012322275,2.487927319492314,,0.04466870036616091,0.06945627304536996,0.01368320139255319,4.0,3.892018658335636,0.10798134166436402,0.25693607553968795,99.34841898130699,97.98901455635401,1,98.85044855913476,0.06945627304536996,1.8351461429226603
8,1.8257567905665537,38.51713023385634,2.6652049047458775,,0.04466870036616091,0.06945627304536996,0.00592105827455891,4.0,3.9529109013969883,0.04708909860301169,0.2529781280034904,99.71804484406861,99.1276084895218,1,98.34468955151549,0.06945627304536996,1.8257567905665537
9,1.8247738529891333,38.526267904657,2.6038584726333673,,0.04466870036616091,0.06945627304536996,0.0051837902884226406,4.0,3.958743910150032,0.04125608984996809,0.252605377538074,99.75315284340844,99.23605341845925,1,98.29174345738105,0.06945627304536996,1.8247738529891333
10,1.824613268496936,38.52698128472781,2.552853984885676,,0.04466870036616091,0.06945627304536996,0.005071328093194882,4.0,3.95963442835687,0.04036557164313015,0.2525485668168034,99.75850818603834,99.25260006093927,1,98.2830935473199,0.06945627304536996,1.824613268496936
11,1.8246195526864504,38.54143406601644,2.4724483018527317,,0.04466870036616091,0.06945627304536996,0.004926377236297297,4.0,3.9607824995695182,0.03921750043048178,0.2524753631659113,99.76541060779537,99.27392856000728,1,98.28343204622077,0.06945627304536996,1.8246195526864504
12,1.8142019357673917,38.52197451768004,2.64956413267546,,0.04466870036616091,0.06945627304536996,0.011129103580714617,4.0,3.911950716096849,0.08804928390315103,0.2556269423040561,99.47004268663264,98.363030278395,1,97.72228539894279,0.06945627304536996,1.8142019357673917
13,1.8137521577549054,38.582485834057856,2.5724981777366227,,0.04466870036616091,0.06945627304536996,0.010801398796018158,4.0,3.9145154864268705,0.08548451357312947,0.2554594568516549,99.48564767638008,98.41106352134734,1,97.69805803238793,0.06945627304536996,1.8137521577549054
