cycle,capacity,temp_max,voltage_min,discharge_ref,re,rct,H_structural_disruption,F_Q,F_C,Delta_F,CRLB,Coherence_percent,Omega,unit_id,RUL,variance_score,drift_score
1,1.89105229539079,40.59042914535701,2.145975766935391,,0.03816813609946085,0.06158094574229446,0.03454423543556562,4.0,3.7329764460251043,0.26702355397489574,0.2678827510590928,98.35503640783021,94.9574368738845,1,100.0,0.06158094574229446,1.89105229539079
2,1.880637027686859,40.26023408628707,2.1110166987852117,,0.03816813609946085,0.06158094574229446,0.024847989470847986,4.0,3.8060746489679795,0.19392535103202047,0.2627378841009203,98.81676240615009,96.36136453433879,1,99.44923428456647,0.06158094574229446,1.880637027686859
3,1.8806626717011388,40.27558633997852,2.0251085128182655,,0.03816813609946085,0.06158094574229446,0.025013963360671854,4.0,3.8048114406102855,0.19518855938971447,0.26282511383523427,98.80885888758706,96.33725771166317,1,99.45059035569906,0.06158094574229446,1.8806626717011388
4,1.8807709009833444,40.29314715799111,1.922542180649595,,0.03816813609946085,0.06158094574229446,0.025253149448234202,4.0,3.8029917599624974,0.1970082400375026,0.26295087213385426,98.79746907389361,96.30252182226327,1,99.45631358622364,0.06158094574229446,1.8807709009833444
5,1.8794508728285058,40.268872630219796,1.8711590450649882,,0.03816813609946085,0.06158094574229446,0.02418959746137206,4.0,3.811089728404261,0.18891027159573914,0.26239214273727146,98.84811440660133,96.45701830928999,1,99.38650969142624,0.06158094574229446,1.8794508728285058
6,1.8807003517117404,39.67620802332074,2.1756867065903434,,0.03816813609946085,0.06158094574229446,0.02432545472743719,4.0,3.8100543406131258,0.18994565938687424,0.2624634481824941,98.84164501297919,96.43727705203054,1,99.45258289766596,0.06158094574229446,1.8807003517117404
7,1.8799352523566075,39.803817662926164,2.1117887156019437,,0.03816813609946085,0.06158094574229446,0.022597773312593827,4.0,3.823242232114379,0.17675776788562114,0.26155810678178426,98.92391555654315,96.68845533760222,1,99.41212397661985,0.06158094574229446,1.8799352523566075
8,1.8815088124038797,39.88810476942348,2.026250619894166,,0.03816813609946085,0.06158094574229446,0.022760013142460123,4.0,3.822001869023007,0.1779981309769929,0.2616429908381032,98.91618985035903,96.66485606936278,1,99.49533479268811,0.06158094574229446,1.8815088124038797
9,1.8696907870385844,39.95162250671474,1.9505894332906037,,0.03816813609946085,0.06158094574229446,0.014931533636470484,4.0,3.882313713601995,0.11768628639800482,0.2575783601661093,99.28897458873949,97.80643792493707,1,98.87039039563994,0.06158094574229446,1.8696907870385844
10,1.870052380139199,40.052021854718284,1.8688247067658061,,0.03816813609946085,0.06158094574229446,0.016149941507816123,4.0,3.8728647477966556,0.12713525220334443,0.2582067965500005,99.23095516629446,97.62838104459408,1,98.88951165957833,0.06158094574229446,1.870052380139199
11,1.8700442394188577,40.1213838436794,1.7896213776724978,,0.03816813609946085,0.06158094574229446,0.016828018760823626,4.0,3.8676161046077224,0.13238389539227757,0.2585572024091637,99.19866577329411,97.52934876461245,1,98.88908117331621,0.06158094574229446,1.8700442394188577
12,1.8596518987766364,40.174657039770814,1.910336108594535,,0.03816813609946085,0.06158094574229446,0.02294310123745369,4.0,3.8206025991457757,0.1793974008542243,0.2617388158149669,98.90747136964507,96.63822724087075,1,98.33952785490447,0.06158094574229446,1.8596518987766364
13,1.8590746560862206,40.016434730174936,1.9086884059809102,,0.03816813609946085,0.06158094574229446,0.021756176620699175,4.0,3.8296829070742264,0.17031709292577357,0.26111822421454023,98.96399158949052,96.81091350938017,1,98.30900290898825,0.06158094574229446,1.8590746560862206
14,1.8590084577709232,40.16569230743226,1.7868782934275431,,0.03816813609946085,0.06158094574229446,0.02325890968566624,4.0,3.818190203924621,0.18180979607537884,0.2619041866935087,98.89243287211113,96.59230270734288,1,98.30550230165662,0.06158094574229446,1.8590084577709232
15,1.8593622586957048,39.46139677634257,2.1361343961784502,,0.03816813609946085,0.06158094574229446,0.02549770612407609,4.0,3.8011321207406166,0.19886787925938343,0.263079516374495,98.78582351790114,96.26701162061684,1,98.32421151057929,0.06158094574229446,1.8593622586957048
16,1.8587355450601035,39.5636595172155,2.0133501283179167,,0.03816813609946085,0.06158094574229446,0.024891517228919136,4.0,3.8057433235969973,0.1942566764030027,0.26276075787866066,98.81468965576575,96.35504210572896,1,98.29107051087615,0.06158094574229446,1.8587355450601035
